,category1,category2,store_name,address,tel
0,식품접객업,일반음식점,카츠온반,"경기 고양시 일산동구 중앙로1275번길 60-30 113,114호",07077997079
1,식품접객업,휴게음식점,아워시즌,경기 화성시 10용사1길 49 1층 아워시즌,01022360284
2,식품접객업,일반음식점,다조아부대찌개,강원 속초시 중앙로 189 다조아부대찌개,033635535
3,식품접객업,휴게음식점,커피긱스,부산 연제구 교대로24번길 7 커피긱스,0515067581
4,식품접객업,일반음식점,초이스커피비어 ,부산 연제구 교대로 13 1층,0515030780
5,식품접객업,일반음식점,속초대게여왕,강원 속초시 중앙동 473-28 ,0336380888
6,식품접객업,휴게음식점,차오름,경남 창원시 의창구 사림로45번길 59 1층 북카페 차오름,0557135953
7,식품접객업,일반음식점,빽다방 대구칠곡학정점 ,대구 북구 학정로 522-1 1층 101호,0533256789
8,기타,,엘림커피엑스포점,강원 속초시 동해대로 4202 농협2층,0336356973
9,식품접객업,일반음식점,초이스,충북 제천시 의림대로47길 18 ,0436520482
10,식품접객업,일반음식점,부산인가배,부산 중구 백산길 20 카페이네이티드,0512506119
11,식품접객업,휴게음식점,바우,부산 중구 광복로97번길 6 1층 바우노바,0512533757
12,식품접객업,일반음식점,바우노바,부산 중구 백산길 9 2층 바우노바백산,0512533757
13,식품접객업,일반음식점,까페코나,부산 수영구 황령대로481번길 7 2층,0512652300
14,종합소매업,기타,주식회사 네모지구,경기 시흥시 능곡번영길 30 센텀시티 505호 네모지구,
15,식품접객업,휴게음식점,MAKE,경남 거제시 거제면 기성로 12 1층 make,01066826755
16,식품접객업,일반음식점,전주삼계탕,강원 속초시 노학동 1130-1 전주삼계탕,0336350402
17,종합소매업,기타,자주적관람,전북 군산시 구영5길 21-4 자주적관람,01042408508
18,기타,,바르게 비우고 바르게 채우는 가게_바비바채,경기 김포시 김포한강11로 107 상가동 1층 10호,01048494342
19,식품접객업,일반음식점,포레포라,충북 옥천군 군북면 감로길 24-9 1층,0437333363
20,식품접객업,휴게음식점,투썸플레이스횡성점,강원 횡성군 횡성읍 앞들서3로 5 2층 투썸플레이스,0333445900
21,식품접객업,휴게음식점,커피멜로우,인천 연수구 학나래로5번길 53 1층 커피멜로우,
22,식품접객업,일반음식점,월요일 아침,전북 전주시 완산구 장승배기로 145 상가 13호 카페 월요일 아침,01022326987
23,식품접객업,휴게음식점,카페더파머스,경기 이천시 마장면 마도로204번길 3 카페더파머스,0316384335
24,식품접객업,휴게음식점,피자마루 행신무원점,경기 고양시 덕양구 행신동 650 행신3차에스케이뷰아파트 상가 109호,0319380138
25,식품접객업,일반음식점,갓잇,경기 화성시 송동 726-1 라크몽 지하1층 C63호 갓잇,0313069451
26,종합소매업,편의점,세븐일레븐 제천신죽하로점,충북 제천시 신죽하로 57 1층,
27,식품접객업,일반음식점,군청식당,충북 충주시 금제1길 35-1 군청식당,01024072407
28,식품접객업,일반음식점,카페오티아,경기 안양시 동안구 관평로 183 102호 카페오티아,0313840700
29,식품접객업,휴게음식점,베러띵스,경기 수원시 권선구 매실로53번길 10-17 1층 베러띵스,
30,종합소매업,슈퍼마켓(165m2미만),일상공감_길음,서울 성북구 삼양로 27 1층,05071346119
31,종합소매업,기타,에코유,경남 거제시 거제면 읍내로 28 1층 에코유,0556355114
32,식품접객업,휴게음식점,아시오,부산 부산진구 월드컵대로472번길 1 아시오베이커리카페,0518093325
33,식품접객업,휴게음식점,(주)향기내는사람들(히즈빈스 명동점),서울 중구 명동길 73 1층 카페 히즈빈스 명동점,027799635
34,종합소매업,슈퍼마켓(165m2미만),싱싱마트,부산 연제구 과정로 291 1층,
35,식품접객업,일반음식점,태백,광주 서구 상무중앙로72번길 6 1층 태백 ,0623750009
36,식품접객업,일반음식점,본참치,광주 서구 상무연하로 33 1층  본참치,0623720037
37,식품접객업,휴게음식점,카페 카리타스(Cafe Caritas),대구 중구 남산로4길 112 카페 카리타스(Cafe Caritas),0536349191
38,식품접객업,휴게음식점,  주식회사알베르,서울 강남구 강남대로102길 34 1층,025666181
39,식품접객업,휴게음식점,우리동네까페,대전 중구 선화로58번길 55 1층 우리동네,0422522258
40,식품접객업,일반음식점,마블스퀘어,광주 서구 상무중앙로 64 1층마블스퀘어,0623730111
41,식품접객업,일반음식점,부산제일돼지국밥 ,부산 연제구 세병로 6 1층,0519925355
42,식품접객업,일반음식점,오로지냉면갈비,광주 서구 상무연하로 29 1층,0623760555
43,식품접객업,일반음식점,상지파크,광주 서구 상무중앙로72번길 8 상지파크,0623724475
44,식품접객업,일반음식점,종갓집 양곱창,부산 연제구 거제대로178번길 51-2 1층 종갓집양곱창,0518530339
45,식품접객업,휴게음식점,세라비상무점,광주 서구 상무중앙로 42 1층 카페 세라비,01050971497
46,식품접객업,휴게음식점,상무타임스 파스쿠찌,광주 서구 상무중앙로 58 타임스타워 1층 파스쿠찌,0623738497
47,식품접객업,휴게음식점,(주) 죽암,광주 서구 상무연하로 48 죽암빌딩 1층 토프레소 카페,0623852202
48,식품접객업,일반음식점,택이네조개전골,광주 서구 상무연하로 55 1층,0623852440
49,식품접객업,일반음식점,개념포차 바다다,광주 서구 상무연하로 53 1층 개념포차 바다다,0623853413
50,식품접객업,휴게음식점,브라운홀릭,서울 강남구 강남대로98길 25 브라운홀릭,025555978
51,기타,,빽다방 전주예수병원점,전북 전주시 완산구 서원로 345 1층 빽다방,0632871009
52,식품접객업,일반음식점,닭장수후라이드 상무점,광주 서구 시청로 27 테라스가든 105-1호 닭장수후라이드,0623733922
53,식품접객업,일반음식점,정승복,광주 서구 시청로 27 1층122호,0623713632
54,식품접객업,휴게음식점,심신활가,대구 남구 대명서로 15-4 심신활가,0536241129
55,식품접객업,일반음식점,장흥한우,광주 서구 상무연하로 15 장흥한우,0623714455
56,식품접객업,일반음식점,팔당 닭발,광주 서구 시청로 27 123호,0623845345
57,식품접객업,휴게음식점,미르마루갤러리&카페,전남 고흥군 영남면 해맞이로 1033 미르마루갤러리&카페,01056859559
58,식품접객업,일반음식점,꾸다,광주 서구 상무중앙로 6-18 꾸다,0623763385
59,식품접객업,일반음식점,최가돈,전북 전주시 완산구 효자동2가 1306-8 101호,0632275931
60,기타,,경주농협성동지점,경북 경주시 원화로 314 경주농협성동지점,0547488895
61,식품접객업,일반음식점,기호식품,광주 서구 상무번영로 12 기호식품,0623759882
62,식품접객업,일반음식점,바른고기 엘베요타 100% 상무점,광주 서구 상무번영로 11 명품주차장 1층 바른고기,0623709592
63,식품접객업,휴게음식점,도피,광주 서구 상무시민로 136 1층 카페 도피,07087710971
64,식품접객업,휴게음식점,메가엠지씨커피,서울 종로구 삼봉로 100 영원빌딩 1층 메가커피 종로공평점 ,027333247
65,식품접객업,휴게음식점,세상에서 가장 아름다운 나무,광주 광산구 광산로 62 1층,07088078216
66,식품접객업,일반음식점,돌배기집,서울 영등포구 영중로4길 6-1 1층 돌배기집,0226767596
67,식품접객업,일반음식점,커피써니,경남 창원시 진해구 진희로 211 커피써니,0555455794
68,식품접객업,휴게음식점,노브랜드버거 건대입구점,서울 광진구 아차산로 225 1~2층 노브랜드버거,024619332
69,식품접객업,휴게음식점,트리안,충북 제천시 고암로8길 7-4 ,0436434168
70,식품접객업,일반음식점,더벤티 단양점,충북 단양군 단양읍 삼봉로 319-1 더벤티 단양점,0434219595
71,식품접객업,일반음식점,중식당 희락,경기 이천시 설성면 진상미로 659 2-7 중식당 희락,0316421705
72,식품접객업,휴게음식점,카미트리커피,부산 사하구 낙동대로410번길 14 대림sm타운 카미트리커피,0512925570
73,식품접객업,휴게음식점,미니스톱당리역점 ,부산 사하구 낙동대로 410 1층,01083051234
74,식품접객업,휴게음식점,바다로움,경남 창원시 마산합포구 진전면 회진로 1593 바다로움,01089668878
75,식품접객업,일반음식점,놀부순대 ,충북 단양군 매포읍 평동24길 3-7 9동7호,0434211950
76,식품접객업,휴게음식점,아이파베스 건대2호점 ,서울 광진구 아차산로 201 1층 아이파베스 커피숍 ,024997425
77,식품접객업,휴게음식점,스테디커피 알파시티점,대구 수성구 대흥동 855-4 1층 스테디커피,07086480865
78,식품접객업,일반음식점,스테디커피 경대북문점,대구 북구 대학로 91 1층 스테디커피,07087708577
79,식품접객업,휴게음식점,프레쉬350,대구 달서구 장산남로 33 롯데캐슬상가 303동 104호 프레쉬350,0537163503
80,식품접객업,일반음식점,돌다리포차,대전 중구 석교동 40-13 1층 돌다리포차,0427101666
81,식품접객업,휴게음식점,쥬씨제천중앙점 ,충북 제천시 의림대로14길 10 쥬씨제천중앙점 ,0436426255
82,식품접객업,일반음식점,연게소문,충북 청주시 서원구 수곡로57번길 32-2 연게소문,0432912123
83,식품접객업,일반음식점,종로보쌈,서울 중구 다동길 33 1층,027758225
84,식품접객업,휴게음식점,던킨앤도너츠 대전 대림빌딩점,대전 중구 대흥동 452-3 대림빌딩 1층 던킨앤도너츠,05078862547
85,식품접객업,제과점,삼송비엔씨,서울 중구 장충단로13길 20 현대시티아울렛 동대문점 지하2층 F&B 식품관 삼송빵집,0222832227
86,식품접객업,휴게음식점,메가커피,"서울 중구 다동길 34 1,2층   메가엠지씨커피  서울시청점",0237890656
87,식품접객업,일반음식점,모모코코,광주 동구 서석로85번길 8-8 모모코코,0622697729
88,식품접객업,일반음식점,불달발앤쌈 ,충북 단양군 가곡면 새밭로 138 불달발앤쌈 ,0434235589
89,식품접객업,일반음식점,영님식당,충북 단양군 단양읍 다리안로 117-1 영남식당 ,0434231039
90,식품접객업,일반음식점,감탄,전북 군산시 백토로 113 1층 103호(나운동),0634663055
91,식품접객업,일반음식점,완소커피,광주 동구 의재로88번길 22 1층 완소커피,01068202669
92,식품접객업,일반음식점,대교식당,충북 단양군 단양읍 중앙2로 9 1층,0434234005
93,식품접객업,일반음식점,카페 에코히 2호점,충남 천안시 서북구 불당4로 106 109호,0415548797
94,식품접객업,휴게음식점,카페 에코히 1호점,충남 천안시 동남구 청당3길 94 1층,0415568797
95,식품접객업,일반음식점,원스시,충북 단양군 단양읍 도전7길 35 1층,0434221717
96,집단급식소,유치원,하버드어린이집,경기 이천시 증신로271번길 62 하버드어린이집,
97,식품접객업,일반음식점,단양팔각정 ,충북 단양군 단양읍 별곡10길 6 1층.단양팔각정 ,0434228115
98,식품접객업,일반음식점,감골묵촌,충북 단양군 매포읍 평동23길 13 감골묵촌,0434224976
99,식품접객업,일반음식점,아미떡볶이,경기 이천시 진상미로 1700-29 상가2층,01083618283
100,식품접객업,일반음식점,고향마루본점,전북 전주시 완산구 중산중앙로 26 1층,
101,식품접객업,휴게음식점,태을커피,서울 종로구 우정국로 29 태을커피,027350349
102,식품접객업,휴게음식점,df f,제주특별자치도 서귀포시 법환동 731 ,0642222222
103,식품접객업,일반음식점,전주콩나루콩나물국밥,부산 남구 못골로12번길 35 101호,0517159885
104,식품접객업,일반음식점,대산원조마늘순대,충북 단양군 단양읍 도전5길 25 1층,0434215400
105,식품접객업,일반음식점,오늘부대찌개,강원 홍천군 홍천읍 닭바위1길 26 101호,0332422846
106,식품접객업,기타,몬떼비서울 종로점,서울 종로구 삼봉로 94 1층 몬떼비서울 커피숍,000000000
107,식품접객업,휴게음식점,감성커피 영천시청점,경북 영천시 충효로 81 1층 감성커피,0543338929
108,집단급식소,유치원,테스트1,인천 서구 환경로 42 101,01000000000
109,식품접객업,일반음식점,빨간지붕,충북 단양군 단양읍 삼봉로 324 빨간지붕,0434234567
110,기타,,다빈치당구크럽,서울 금천구 가산로 142 2층 다빈치당구크럽,028510777
111,식품접객업,일반음식점,화공,울산 북구 산하동 978-36 1층 화공,0522924593
112,식품접객업,일반음식점,화공,울산 중구 장현동 152-1 1층 화공,0529334593
113,식품접객업,휴게음식점,만화파크 ,경기 고양시 덕양구 고양대로1369번길 19 2층,0319666624
114,식품접객업,일반음식점,별빛순두부,경북 영천시 화남면 천문로 1502-7 별빛순두부,0543315761
115,식품접객업,일반음식점,멍석갈비,충북 단양군 단양읍 별곡12길 10-18 멍석갈비,0434235171
116,식품접객업,일반음식점,조새호,부산 수영구 광안해변로 199 조새호,0517541775
117,식품접객업,일반음식점,몽리브,전남 화순군 춘양면 학포로 1429-11 몽리,0613741429
118,식품접객업,일반음식점,한솥도시락,대구 서구 서대구로 306 한솥도시락,0533527778
119,식품접객업,일반음식점,일영피앤씨,서울 종로구 우정국로 26 센트로폴리스 지하2층 위고에빅토르,0263705851
120,식품접객업,일반음식점,남한강쏘가리올개미,충북 단양군 단양읍 별곡10길 3 ,0434219955
121,식품접객업,일반음식점,단양민물매운탕쏘가리,충북 단양군 단양읍 수변로 99 1층,0434217655
122,식품접객업,일반음식점,할피족 사당점,서울 서초구 방배천로4안길 26 1층,025882458
123,종합소매업,슈퍼마켓(165m2미만),강촌마트,경기 고양시 일산동구 은마길 193 1층 강촌마트,0319771417
124,식품접객업,일반음식점,조은하루,충북 단양군 단양읍 별곡리 570-1 부강상가102호 ,0434211289
125,식품접객업,휴게음식점,감성커피 부산시청점,부산 연제구 중앙대로 1033 감성커피,07088609352
126,식품접객업,휴게음식점,카페도로시,전남 화순군 화순읍 학포로 2641-23 카페도로시,
127,식품접객업,제과점,달렘,충북 단양군 단성면 충혼로 50 50,0434220551
128,식품접객업,일반음식점,단양전통순두부,충북 단양군 단양읍 삼봉로 338 충청북도 단양군 단양읍 삼봉로 338 ,0434231750
129,식품접객업,일반음식점,카페 고니 ,경북 영천시 바깥완산길 274 1층 ,0543339777
130,기타,,(사)한국골프장경영협회,경기 성남시 분당구 야탑로 26 4층,0317816071
131,식품접객업,일반음식점,하나위,충북 단양군 단양읍 도전리 428 하나위숯불갈비 ,0434229927
132,식품접객업,일반음식점,향미식당 ,충북 단양군 매포읍 평동리 124-8 ,0434227500
133,식품접객업,일반음식점,매포스크린골프 &카페아마떼 ,충북 단양군 매포읍 단양로 1912 2층.매포스크린골프,0434235601
134,식품접객업,일반음식점,청수가든 ,충북 단양군 대강면 사인암길 24 청수가든,0434227186
135,식품접객업,휴게음식점,빽다방 동탄프리미엄아울렛점,경기 화성시 동탄기흥로257번가길 30-2 101호 빽다방,03180550609
136,식품접객업,일반음식점,디딤돌,충북 단양군 단양읍 별곡리 438 디딤돌,0434222706
137,식품접객업,일반음식점,매포토치미,충북 단양군 매포읍 평동리 1135 매포토치미,0434229003
138,식품접객업,휴게음식점,빽다방 청주방서점,"충북 청주시 상당구 단재로 316 상가동 1동 113호, 빽다방",0437143588
139,식품접객업,일반음식점,금수강산,충북 단양군 단양읍 고수동굴길 3-6 금수강산,0434223176
140,식품접객업,휴게음식점,카페음65,대구 북구 대현로20길 30 175호 (대현동 동대구시장) coffeum65,01052825456
141,식품접객업,일반음식점,미담 ,충북 단양군 단양읍 별곡10길 3 미담 ,0434219876
142,식품접객업,일반음식점,마마코코,충북 단양군 매포읍 삼봉로 644-13 201호 ,0434239929
143,식품접객업,일반음식점,59쌀피자 ,충북 단양군 매포읍 평동로 135 59쌀피자 ,0434215982
144,기타,,세븐일레븐연제원룸점,부산 연제구 월드컵대로153번길 92 1층,0518538380
145,식품접객업,일반음식점,단양보리곳간,충북 단양군 가곡면 사평3길 6-1 1층,0434225860
146,식품접객업,일반음식점,삼봉133,충북 단양군 단양읍 삼봉로 133 삼봉133,0434236500
147,식품접객업,일반음식점,산야초숯불갈비 ,충북 단양군 매포읍 평동리 1188 산야초숯불갈비 ,0434226050
148,식품접객업,일반음식점,리버페리,충북 단양군 가곡면 가대1길 29 필로티1층,
149,식품접객업,일반음식점,사평리휴게소 ,충북 단양군 가곡면 두산길 178 사평리휴게소 ,0434238114
150,식품접객업,제과점,주식회사 레드빈,충남 천안시 동남구 단대로 127 수빵소 단대점,0415690453
151,식품접객업,제과점,수제빵연구소 백석점,충남 천안시 서북구 백석3로 35 수제빵연구소 백석점,0415679990
152,식품접객업,일반음식점,루나리스,전북 군산시 임피면 중전길 19-5 루나리스카페,0634526116
153,식품접객업,일반음식점,단양한우명가 ,충북 단양군 단양읍 상진2로 1 단양한우명가 ,0434238292
154,식품접객업,일반음식점,쉐이크쉑 서면좀,부산 부산진구 중앙대로 672 1층 쉐이크쉑,0515203707
155,식품접객업,일반음식점,복사꽃피는집,충북 단양군 단양읍 삼봉로 111 1층 식당,0434231110
156,식품접객업,기타,구름에 (GURME),부산 영도구 흰여울길 253 구름에 카페,0517106141
157,식품접객업,일반음식점,중화반점,전북 군산시 동령길 27 1층,0634524044
158,식품접객업,일반음식점,오성통닭 ,충북 단양군 단양읍 도전5길 31 101,0434218400
159,식품접객업,일반음식점,달마의집,충북 단양군 단양읍 다리안로 117 달마의집,07042472358
160,식품접객업,일반음식점,어부명가,충북 단양군 단양읍 수변로 87 1층 어부명가,0434217688
161,식품접객업,일반음식점,단양쏘가리해장국,충북 단양군 단양읍 상진리 560 단양쏘가리,0434218826
162,식품접객업,일반음식점,단양 마늘왕족발우리전,충북 단양군 단양읍 도전4길 22 단양마늘왕족발우리전,0434234732
163,식품접객업,일반음식점,영이네부엌,충북 단양군 단양읍 별곡9길 5 영이네부엌,0434213784
164,식품접객업,일반음식점,왕릉식당,충북 단양군 단양읍 중앙2로 13 ,0434239292
165,식품접객업,일반음식점,황룡반점,충북 단양군 단성면 북상하리길 105 1층,0434221119
166,식품접객업,일반음식점,으뜸식당,충북 단양군 영춘면 온달로 23-16 으뜸식당,0434216849
167,식품접객업,일반음식점,매포간이역,충북 단양군 매포읍 평동17길 4 매포간이역 ,0434227028
168,식품접객업,일반음식점,카페아우룸,충북 단양군 단양읍 별곡10길 3 2층 카페아우룸,0434212333
169,식품접객업,일반음식점,북벽가든 ,충북 단양군 영춘면 강변로 700 충청북도 단양군 영춘면 강변로700북벽가든 ,0434238766
170,식품접객업,일반음식점,송림식육식당 ,충북 단양군 단양읍 상진1로 8 송림식육식당 ,0434230400
171,식품접객업,일반음식점,에뜨왈누룽지,충북 단양군 대강면 직티1길 34 에뜨왈,0434233040
172,식품접객업,일반음식점,태경왕족발,충북 단양군 단양읍 중앙2로 5 ,0434222160
173,식품접객업,일반음식점,연화가든,충북 단양군 가곡면 사평리 494-15 연화반점,0434232885
174,식품접객업,일반음식점,짬뽕타운 ,충북 단양군 영춘면 별방창원로 428 528-4,0434211008
175,식품접객업,일반음식점,하루,충북 단양군 단양읍 도전6길 35 2층,0434231234
176,식품접객업,일반음식점,단양한우황소자리,충북 단양군 단양읍 별곡7길 4 108호,0434229285
177,식품접객업,일반음식점,다우리커피,충북 단양군 대강면 선암계곡로 165 카페다우리,01065169090
178,식품접객업,일반음식점,뼈다귀천국 ,충북 단양군 단양읍 삼봉로 161 뼈다귀천국 ,0434231961
179,식품접객업,일반음식점,황장산쉼터,충북 단양군 대강면 선암계곡로 11 ,0545528080
180,기타,,부엉이식당,충북 단양군 단양읍 별곡리 605 중앙2로7  부엉이식당,0434217188
